"KEY_CODE","CITYNAME","NAME","êlå˚ëçêî20","ê¢ë—êî20","êlå˚2020_20_79çŒ","êlå˚ëçêî15","êlå˚ëçêî10","êlå˚ëùå∏20_15","êlå˚ëùå∏15_10","êlå˚ëùå∏ó¶20_15","êlå˚ëùå∏ó¶15_10","çÇóÓâªó¶20","çÇóÓâªó¶15","çÇóÓâªó¶10","çÇóÓâªó¶20_15","çÇóÓâªó¶15_10","îNè≠î‰ó¶20","îNè≠î‰ó¶15","ê∂éYîNóÓêlå˚î‰ó¶20","ê∂éYîNóÓêlå˚î‰ó¶15","é∏ã∆ó¶20","é∏ã∆ó¶15","éùÇøâ∆î‰ó¶20","éùÇøâ∆î‰ó¶15","ó¨ì¸êlå˚î‰ó¶20","î_ó—ã∆î‰ó¶20","î_ó—ã∆î‰ó¶15","ëÊàÍéüéYã∆î‰ó¶20","ëÊìÒéüéYã∆î‰ó¶20","ëÊéOéüéYã∆î‰ó¶20","íj20_0_4","íj20_5_9","íj20_10_14","íj20_15_19","íj20_20_24","íj20_25_29","íj20_30_34","íj20_35_39","íj20_40_44","íj20_45_49","íj20_50_54","íj20_55_59","íj20_60_64","íj20_65_69","íj20_70_74","íj20_75_79","íj20_80_84","íj20_85_89","íj20_90_94","íj20_95_99","íj20_over100","èó20_0_4","èó20_5_9","èó20_10_14","èó20_15_19","èó20_20_24","èó20_25_29","èó20_30_34","èó20_35_39","èó20_40_44","èó20_45_49","èó20_50_54","èó20_55_59","èó20_60_64","èó20_65_69","èó20_70_74","èó20_75_79","èó20_80_84","èó20_85_89","èó20_90_94","èó20_95_99","èó20_over100","êlå˚_ëçêî_åªèZèä","êlå˚_ëçêî_à⁄ìÆÇ†ÇË.5îNëOÇÃèÌèZésãÊí¨ë∫.ïsè⁄.ÇèúÇ≠.","êlå˚_ëçêî_çëì‡Ç©ÇÁ","êlå˚_ëçêî_é©ésí¨ë∫ì‡Ç©ÇÁ","êlå˚_ëçêî_åßì‡ëºésí¨ë∫Ç©ÇÁ","êlå˚_ëçêî_ëºåßÇ©ÇÁ","êlå˚_ëçêî_çëäOÇ©ÇÁ","êlå˚_ëçêî_èoê∂éûÇ©ÇÁ","êlå˚_ëçêî_1îNñ¢ñû","êlå˚_ëçêî_1îNà»è„5îNñ¢ñû","êlå˚_ëçêî_5îNà»è„10îNñ¢ñû","êlå˚_ëçêî_10îNà»è„20îNñ¢ñû","êlå˚_ëçêî_20îNà»è„"
282211390,"é¬éRés","àÍàÛíJ",71,26,45,75,89,-4,-14,-0.0533333333333333,-0.157303370786517,0.408450704225352,0.4,0.415730337078652,0.0084507042253521,-0.0157303370786517,0.0985915492957746,0.16,0.492957746478873,0.44,0.0454545454545455,0,1,1,0,0.238095238095238,0.409090909090909,0.238095238095238,0.142857142857143,0.357142857142857,1,2,1,1,0,2,0,1,2,4,3,0,5,1,4,3,4,1,0,0,0,0,2,1,5,0,0,0,1,4,1,1,1,4,2,4,2,5,2,0,1,0,70,0,0,0,0,0,0,27,0,0,7,8,28
282211400,"é¬éRés","ëÂéRêV",116,43,77,109,100,7,9,0.0642201834862385,0.09,0.258620689655172,0.25,0.23,0.00862068965517243,0.02,0.163793103448276,0.175925925925926,0.577586206896552,0.574074074074074,0.015625,0.0208333333333333,0.767441860465116,0.914285714285714,0.146788990825688,0.0317460317460317,0.0638297872340425,0.0317460317460317,0.396825396825397,0.396825396825397,2,4,2,2,4,3,0,8,5,3,2,5,3,5,2,1,2,4,0,0,0,1,5,5,1,2,1,1,9,2,2,3,4,7,1,3,1,6,2,2,1,0,93,16,14,6,1,7,2,28,1,15,14,9,42
282211410,"é¬éRés","í¨Émìc",93,35,67,88,85,5,3,0.0568181818181818,0.0352941176470588,0.43010752688172,0.363636363636364,0.341176470588235,0.0664711632453568,0.0224598930481283,0.118279569892473,0.0795454545454545,0.451612903225806,0.556818181818182,0.0232558139534884,0.0357142857142857,1,1,0.133333333333333,0.119047619047619,0.203703703703704,0.119047619047619,0.380952380952381,0.452380952380952,2,2,2,0,0,2,0,3,3,2,2,7,3,5,4,5,0,3,1,0,0,1,0,4,1,1,1,0,5,0,1,1,5,5,5,5,2,3,5,2,0,0,78,12,12,8,2,2,0,30,5,7,11,4,33
282211420,"é¬éRés","í∑à¿éõ",84,32,62,97,101,-13,-4,-0.134020618556701,-0.0396039603960396,0.44047619047619,0.34020618556701,0.316831683168317,0.10027000490918,0.0233745023986935,0.0714285714285714,0.0721649484536082,0.488095238095238,0.587628865979381,0.0612244897959184,0,0.9375,1,0.0384615384615385,0.130434782608696,0.290909090909091,0.130434782608696,0.326086956521739,0.369565217391304,2,1,1,0,1,1,1,0,2,5,1,1,5,7,1,2,2,1,1,1,0,0,1,1,3,4,1,2,2,2,5,3,1,1,7,4,3,2,4,2,0,0,75,3,3,0,1,2,0,23,2,2,2,18,31
282211430,"é¬éRés","ñkñÏêVìc",61,30,53,67,70,-6,-3,-0.0895522388059701,-0.0428571428571429,0.426229508196721,0.402985074626866,0.414285714285714,0.0232444335698556,-0.0113006396588486,0.0491803278688525,0.0447761194029851,0.524590163934426,0.552238805970149,0.0256410256410256,0.0263157894736842,0.8,1,0.0862068965517241,0.105263157894737,0.135135135135135,0.105263157894737,0.5,0.394736842105263,0,0,0,0,3,1,2,2,0,3,2,0,1,5,5,1,1,0,1,0,0,0,2,1,0,3,4,1,2,0,1,0,2,5,2,4,4,1,1,1,0,0,53,5,1,0,0,1,4,18,0,5,10,7,18
282211440,"é¬éRés","ñkñÏ",64,25,49,71,75,-7,-4,-0.0985915492957746,-0.0533333333333333,0.40625,0.295774647887324,0.333333333333333,0.110475352112676,-0.0375586854460094,0.0625,0.0704225352112676,0.53125,0.633802816901408,0,0.0416666666666667,0.88,1,0.0714285714285714,0.292682926829268,0.173913043478261,0.292682926829268,0.24390243902439,0.463414634146341,0,2,0,1,0,1,0,0,1,1,3,5,3,2,2,3,2,1,0,0,0,0,2,0,1,3,6,0,0,3,3,0,3,0,5,2,3,4,2,0,0,0,52,4,1,0,1,0,3,12,1,3,8,9,23
282211450,"é¬éRés","ëÂéRâ∫",353,129,231,371,388,-18,-17,-0.0485175202156334,-0.0438144329896907,0.364672364672365,0.320754716981132,0.280927835051546,0.0439176476912326,0.0398268819295857,0.13960113960114,0.16711590296496,0.495726495726496,0.512129380053908,0.0229885057471264,0.0175438596491228,0.9140625,0.968253968253968,0.0683760683760684,0.0764705882352941,0.130952380952381,0.0764705882352941,0.4,0.5,6,11,9,11,5,7,5,13,13,7,9,10,13,12,19,7,10,4,4,0,0,5,8,10,8,1,5,4,9,14,7,7,11,15,19,13,6,14,11,7,1,1,327,24,22,5,4,13,2,102,4,26,47,25,145
282211460,"é¬éRés","ìåâÕín",35,14,23,35,46,0,-11,0,-0.239130434782609,0.514285714285714,0.514285714285714,0.41304347826087,0,0.101242236024845,0.0571428571428571,0,0.428571428571429,0.485714285714286,0,0.0434782608695652,1,0.928571428571429,0,0.44,0.409090909090909,0.52,0.08,0.32,0,1,0,0,1,1,0,0,1,0,0,1,4,1,1,2,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,3,1,0,2,4,1,0,0,35,0,0,0,0,0,0,17,0,0,1,2,15
282211470,"é¬éRés","ñæñÏ",28,12,22,29,28,-1,1,-0.0344827586206897,0.0357142857142857,0.321428571428571,0.344827586206897,0.392857142857143,-0.0233990147783251,-0.0480295566502463,0.107142857142857,0.0689655172413793,0.571428571428571,0.586206896551724,0.0526315789473684,0,1,1,0.107142857142857,0.277777777777778,0,0.277777777777778,0.222222222222222,0.5,1,0,0,0,0,1,0,2,1,0,2,2,3,3,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,1,0,2,0,0,0,0,0,25,3,3,2,0,1,0,8,1,2,6,4,7
282211480,"é¬éRés","ìåêÅ",463,200,344,457,437,6,20,0.0131291028446389,0.045766590389016,0.253303964757709,0.222972972972973,0.182027649769585,0.0303309917847363,0.0409453232033877,0.114537444933921,0.153153153153153,0.63215859030837,0.623873873873874,0.0161943319838057,0.0344827586206897,0.494791666666667,0.560693641618497,0.255639097744361,0.102880658436214,0.0848214285714286,0.102880658436214,0.230452674897119,0.62962962962963,6,11,6,18,7,8,11,20,15,17,14,9,18,14,12,12,7,7,1,0,0,10,7,12,8,17,10,21,14,13,20,17,14,16,12,15,18,8,4,3,1,1,297,102,91,40,22,29,11,67,54,57,34,65,123
282211490,"é¬éRés","êÅêV",139,59,91,32,33,107,-1,3.34375,-0.0303030303030303,0.136363636363636,0.25,0.454545454545455,-0.113636363636364,-0.204545454545455,0.265151515151515,0.1875,0.598484848484849,0.5625,0,0.0555555555555556,0.271186440677966,0.9,0.322033898305085,0.181818181818182,0.352941176470588,0.181818181818182,0.166666666666667,0.651515151515151,4,6,1,1,1,3,8,9,4,4,4,1,4,3,3,1,1,0,0,0,0,14,9,1,2,3,3,5,9,5,5,2,3,3,3,2,3,1,1,0,0,0,80,38,38,15,10,13,0,27,4,36,21,16,14
282211500,"é¬éRés","ñ‘ä|",495,191,302,347,269,148,78,0.426512968299712,0.28996282527881,0.117021276595745,0.14985590778098,0.175373134328358,-0.0328346311852351,-0.0255172265473784,0.287234042553192,0.207492795389049,0.595744680851064,0.642651296829971,0.0135746606334842,0.0108108108108108,0.521276595744681,0.463576158940397,0.329177057356608,0.0596330275229358,0.103825136612022,0.0596330275229358,0.302752293577982,0.623853211009174,30,25,16,8,2,13,30,22,30,17,7,2,6,9,8,4,4,1,1,0,0,20,23,21,9,7,16,22,21,26,16,9,9,8,7,7,4,4,3,1,2,0,269,132,132,77,38,17,0,69,24,115,91,49,53
282211510,"é¬éRés","ìåå√ç≤",177,60,132,137,147,40,-10,0.291970802919708,-0.0680272108843537,0.27683615819209,0.299270072992701,0.210884353741497,-0.0224339148006104,0.0883857192512041,0.163841807909605,0.116788321167883,0.559322033898305,0.583941605839416,0.0470588235294118,0,0.966666666666667,1,0.184210526315789,0.0740740740740741,0.08,0.0740740740740741,0.308641975308642,0.617283950617284,6,5,5,4,4,2,8,5,5,7,5,4,4,8,9,7,1,1,0,1,0,7,4,2,3,4,4,3,7,6,8,2,2,12,8,6,2,3,2,1,0,0,124,28,28,20,5,3,0,36,8,21,13,29,45
282211520,"é¬éRés","êºêÅ",251,103,177,198,168,53,30,0.267676767676768,0.178571428571429,0.269387755102041,0.294416243654822,0.279761904761905,-0.0250284885527815,0.0146543388929176,0.191836734693878,0.131979695431472,0.538775510204082,0.573604060913706,0.0215827338129496,0.0258620689655172,0.776699029126214,0.813333333333333,0.324561403508772,0.169117647058824,0.15929203539823,0.169117647058824,0.198529411764706,0.632352941176471,7,13,4,1,5,5,10,13,4,6,6,6,7,6,10,6,3,4,0,0,0,11,8,4,1,4,9,14,9,7,4,8,6,7,6,12,7,9,3,0,0,0,154,74,74,39,20,15,0,46,24,54,23,13,68
282211530,"é¬éRés","êºå√ç≤",339,95,267,369,368,-30,1,-0.0813008130081301,0.00271739130434783,0.40117994100295,0.357723577235772,0.293478260869565,0.0434563637671775,0.0642453163662071,0.0825958702064897,0.0731707317073171,0.51622418879056,0.569105691056911,0.0220588235294118,0.0201342281879195,0.945652173913043,0.956989247311828,0.0848484848484849,0.12781954887218,0.10958904109589,0.12781954887218,0.233082706766917,0.631578947368421,6,2,7,7,3,3,13,9,11,17,15,7,13,12,21,8,8,6,2,0,0,4,2,7,3,2,5,6,7,10,17,3,13,11,24,21,16,8,6,3,1,0,302,28,28,12,13,3,0,84,13,18,28,53,136
282211540,"é¬éRés","ñ°ä‘ñk",222,85,152,231,248,-9,-17,-0.038961038961039,-0.0685483870967742,0.331818181818182,0.279475982532751,0.254032258064516,0.0523421992854308,0.025443724468235,0.140909090909091,0.148471615720524,0.527272727272727,0.572052401746725,0.0344827586206897,0.0310077519379845,0.988235294117647,1,0.0327102803738318,0.107142857142857,0.144,0.107142857142857,0.339285714285714,0.508928571428571,4,6,7,5,3,4,3,7,7,8,6,8,9,9,8,2,7,3,0,0,0,1,7,6,5,1,0,3,6,9,8,7,5,12,8,9,10,9,6,0,2,0,207,7,7,1,6,0,0,51,0,7,19,43,94
282211550,"é¬éRés","ñ°ä‘âú",444,134,262,504,483,-60,21,-0.119047619047619,0.0434782608695652,0.437352245862884,0.426587301587302,0.395445134575569,0.0107649442755826,0.0311421670117322,0.130023640661939,0.130952380952381,0.432624113475177,0.442460317460317,0.0203045685279188,0.05,0.931818181818182,0.965034965034965,0.176328502415459,0.134715025906736,0.181818181818182,0.134715025906736,0.227979274611399,0.564766839378238,6,8,15,10,4,2,7,5,9,20,15,9,14,11,19,12,5,6,3,0,0,7,8,11,3,1,6,8,6,13,20,13,6,12,16,19,15,9,30,25,14,1,341,73,73,46,14,13,0,95,34,39,47,79,120
282211560,"é¬éRés","ñ°ä‘ìÏ",433,167,314,477,519,-44,-42,-0.0922431865828092,-0.0809248554913295,0.338308457711443,0.233193277310924,0.202312138728324,0.105115180400518,0.0308811385826007,0.109452736318408,0.130252100840336,0.552238805970149,0.636554621848739,0.0240963855421687,0.0187265917602996,0.914634146341463,0.885714285714286,0.0936708860759494,0.119341563786008,0.129770992366412,0.119341563786008,0.308641975308642,0.539094650205761,5,13,7,3,8,2,4,15,16,11,15,12,12,27,14,11,8,6,0,0,0,6,7,6,11,10,6,8,12,11,13,16,17,20,21,15,18,8,4,3,1,0,358,37,37,22,9,6,0,90,11,35,31,61,174
282211570,"é¬éRés","ñ°ä‘êV",512,186,357,499,456,13,43,0.0260521042084168,0.0942982456140351,0.256673511293634,0.231237322515213,0.212719298245614,0.0254361887784215,0.0185180242695989,0.145790554414784,0.170385395537525,0.597535934291581,0.598377281947262,0.0408163265306122,0.0318725099601594,0.811827956989247,0.865497076023392,0.168831168831169,0.0382978723404255,0.0823045267489712,0.0382978723404255,0.285106382978723,0.612765957446809,11,13,14,9,8,12,13,12,16,20,10,17,18,18,15,12,4,5,2,0,0,11,14,8,14,8,8,13,16,23,16,17,21,20,14,15,15,10,9,5,1,0,384,78,77,36,24,17,1,74,21,60,76,76,157
282211580,"é¬éRés","íÜñÏ",162,59,118,177,181,-15,-4,-0.0847457627118644,-0.0220994475138122,0.333333333333333,0.31638418079096,0.209944751381215,0.0169491525423728,0.106439429409745,0.160493827160494,0.146892655367232,0.506172839506173,0.536723163841808,0,0.0105263157894737,0.714285714285714,0.716666666666667,0.106666666666667,0.0657894736842105,0.0638297872340425,0.0657894736842105,0.276315789473684,0.644736842105263,0,2,8,3,0,2,4,1,11,5,6,2,6,3,10,7,2,1,0,0,0,2,5,9,2,2,4,3,8,5,6,5,3,4,6,8,7,5,3,2,0,0,134,16,16,11,3,2,0,36,9,9,19,35,44
282211590,"é¬éRés","ëÂëÚ",288,102,205,294,323,-6,-29,-0.0204081632653061,-0.0897832817337461,0.269503546099291,0.184668989547038,0.136222910216718,0.0848345565522524,0.0484460793303201,0.156028368794326,0.163763066202091,0.574468085106383,0.651567944250871,0.0408163265306122,0.032258064516129,0.465346534653465,0.417391304347826,0.28158844765343,0.0141843971631206,0.0266666666666667,0.0141843971631206,0.24113475177305,0.723404255319149,12,8,2,6,5,10,12,8,8,13,8,4,3,12,11,7,4,0,3,0,0,7,7,8,7,6,6,14,10,9,11,6,9,7,14,10,2,4,3,5,1,0,199,78,74,39,24,11,4,41,15,69,37,51,64
282211600,"é¬éRés","ëÂëÚ",346,202,255,276,274,70,2,0.253623188405797,0.0072992700729927,0.23125,0.304029304029304,0.307692307692308,-0.072779304029304,-0.00366300366300371,0.09375,0.0915750915750916,0.675,0.604395604395604,0.0280373831775701,0.0357142857142857,0.380434782608696,0.572519083969466,0.450793650793651,0.0144230769230769,0.00740740740740741,0.0144230769230769,0.4375,0.533653846153846,11,2,3,4,9,9,15,10,9,11,8,10,9,6,7,7,4,3,1,0,0,5,2,7,5,17,42,17,6,8,9,7,7,4,8,9,11,10,6,1,1,0,173,142,90,25,37,28,52,38,26,126,26,25,79
282211610,"é¬éRés","ëÂëÚêV",330,191,213,342,322,-12,20,-0.0350877192982456,0.062111801242236,0.215827338129496,0.192307692307692,0.168224299065421,0.0235196458218041,0.0240833932422718,0.143884892086331,0.14792899408284,0.640287769784173,0.659763313609467,0.0352941176470588,0.0212765957446809,0.265957446808511,0.247126436781609,0.445692883895131,0.0426829268292683,0.0271739130434783,0.0426829268292683,0.341463414634146,0.591463414634146,12,5,4,7,6,10,11,15,10,9,5,5,6,6,10,3,5,3,0,0,0,9,8,2,1,5,16,24,12,6,11,6,8,5,8,8,8,3,5,0,1,0,148,119,98,36,40,22,21,23,32,99,29,27,57
282211620,"é¬éRés","ñ°ä‘êV",292,89,178,265,283,27,-18,0.10188679245283,-0.0636042402826855,0.355633802816901,0.350943396226415,0.296819787985866,0.00469040659048636,0.0541236082405493,0.183098591549296,0.143396226415094,0.461267605633803,0.505660377358491,0.032258064516129,0.0442477876106195,0.965116279069767,0.951219512195122,0.207746478873239,0.025,0.0185185185185185,0.025,0.25,0.675,9,9,9,5,6,2,2,8,12,6,6,10,6,9,13,7,5,4,2,0,0,9,10,6,7,0,3,7,12,10,9,7,9,4,19,5,6,10,12,6,3,0,225,59,59,32,18,9,0,40,11,50,35,42,106
282211630,"é¬éRés","êô",1204,552,838,1077,791,127,286,0.117920148560817,0.361567635903919,0.105627705627706,0.11660447761194,0.116751269035533,-0.0109767719842347,-0.000146791423592696,0.211255411255411,0.213619402985075,0.683116883116883,0.669776119402985,0.031104199066874,0.0241379310344828,0.311688311688312,0.356043956043956,0.363636363636364,0.0128410914927769,0.0176678445229682,0.0128410914927769,0.301765650080257,0.667736757624398,40,48,33,25,23,53,68,43,56,62,30,25,17,16,13,13,8,3,1,1,0,52,32,39,18,30,54,64,47,58,48,29,12,27,18,19,13,9,3,5,0,0,651,372,343,136,116,91,29,121,103,286,220,160,134
282211640,"é¬éRés","ñk",247,100,173,252,261,-5,-9,-0.0198412698412698,-0.0344827586206897,0.20253164556962,0.171548117154812,0.166023166023166,0.0309835284148085,0.00552495113164569,0.130801687763713,0.192468619246862,0.666666666666667,0.635983263598326,0.0218978102189781,0.040983606557377,0.626262626262626,0.656565656565657,0.133640552995392,0.0373134328358209,0.0683760683760684,0.0373134328358209,0.216417910447761,0.671641791044776,4,7,5,5,5,6,4,5,9,10,7,9,9,9,5,5,1,3,1,0,0,5,1,9,13,6,6,6,4,12,12,10,10,10,6,4,4,7,2,1,0,0,188,29,24,7,11,6,5,54,4,25,16,51,67
282211650,"é¬éRés","ñÏíÜ",616,218,416,599,527,17,72,0.0283806343906511,0.136622390891841,0.141924959216966,0.153589315525876,0.140417457305503,-0.0116643563089107,0.0131718582203736,0.215334420880914,0.225375626043406,0.642740619902121,0.621035058430718,0.0153374233128834,0.0126182965299685,0.756880733944954,0.765853658536585,0.151291512915129,0.043613707165109,0.073482428115016,0.043613707165109,0.261682242990654,0.691588785046729,26,16,23,17,17,11,26,21,25,27,18,13,20,7,13,6,5,3,2,1,0,16,25,26,23,5,15,22,25,27,24,21,26,11,12,14,10,6,3,4,1,0,460,82,82,35,22,25,0,84,23,66,104,134,134
282211660,"é¬éRés","íJéR",133,48,92,150,162,-17,-12,-0.113333333333333,-0.0740740740740741,0.413533834586466,0.386666666666667,0.395061728395062,0.0268671679197995,-0.00839506172839505,0.120300751879699,0.0733333333333333,0.466165413533835,0.54,0.0375,0.05,0.9375,0.98,0.10077519379845,0.272727272727273,0.197368421052632,0.272727272727273,0.168831168831169,0.519480519480519,2,2,2,2,1,2,1,5,2,2,6,6,4,6,6,3,4,4,0,0,0,4,4,2,1,2,3,2,6,3,6,1,4,3,5,6,7,6,4,4,0,0,116,13,12,5,0,7,1,35,7,9,4,16,58
282211670,"é¬éRés","ä‚çË",165,69,119,167,170,-2,-3,-0.0119760479041916,-0.0176470588235294,0.315151515151515,0.29940119760479,0.294117647058824,0.0157503175467247,0.00528355054596685,0.0545454545454545,0.143712574850299,0.63030303030303,0.55688622754491,0.0288461538461538,0.0344827586206897,0.85,0.964285714285714,0.152439024390244,0.138613861386139,0.0952380952380952,0.138613861386139,0.326732673267327,0.495049504950495,0,1,3,7,4,9,4,1,4,10,2,7,11,6,2,3,4,2,3,0,0,1,2,2,4,1,4,2,3,1,7,5,11,7,6,4,5,8,6,2,1,0,139,25,14,3,4,7,11,36,6,22,16,26,59
282211680,"é¬éRés","âFìy",518,217,359,573,574,-55,-1,-0.0959860383944154,-0.00174216027874564,0.22970297029703,0.2,0.146853146853147,0.0297029702970297,0.0531468531468532,0.186138613861386,0.166371681415929,0.584158415841584,0.633628318584071,0.0153846153846154,0.0157728706624606,0.630331753554502,0.616822429906542,0.22075055187638,0.09375,0.092948717948718,0.09375,0.27734375,0.61328125,20,15,25,12,7,15,18,23,18,26,14,6,13,15,14,10,7,4,2,0,0,12,10,12,6,10,19,15,17,19,11,14,15,17,13,20,10,7,5,8,1,0,353,100,100,42,35,23,0,73,35,69,45,119,113
282211690,"é¬éRés","è¨ñç",302,110,214,322,351,-20,-29,-0.062111801242236,-0.0826210826210826,0.384105960264901,0.347826086956522,0.293447293447293,0.036279873308379,0.0543787935092283,0.132450331125828,0.12111801242236,0.483443708609272,0.531055900621118,0.0460526315789474,0.0581395348837209,0.827272727272727,0.873873873873874,0.120567375886525,0.144827586206897,0.160493827160494,0.144827586206897,0.303448275862069,0.531034482758621,5,11,11,1,3,6,6,9,8,10,6,7,16,12,15,11,5,8,1,0,0,5,2,6,6,2,6,14,4,8,6,8,9,11,14,13,10,9,13,3,2,0,248,34,33,19,4,10,1,72,14,21,14,24,137
282211700,"é¬éRés","ê^ìÏèè„",168,72,108,163,154,5,9,0.0306748466257669,0.0584415584415584,0.341317365269461,0.349693251533742,0.357142857142857,-0.00837588626428121,-0.00744960560911484,0.131736526946108,0.122699386503067,0.526946107784431,0.52760736196319,0.021978021978022,0,0.966666666666667,0.91044776119403,0.151515151515152,0.112359550561798,0.21505376344086,0.112359550561798,0.314606741573034,0.550561797752809,4,4,5,3,2,2,1,2,5,6,5,3,3,8,3,4,6,3,0,0,0,3,5,1,7,9,2,3,5,9,5,6,5,5,4,5,6,10,2,3,1,2,140,25,13,10,2,1,12,39,5,20,23,26,52
282211710,"é¬éRés","ê^ìÏèíÜ",135,55,106,155,173,-20,-18,-0.129032258064516,-0.104046242774566,0.488888888888889,0.412903225806452,0.329479768786127,0.0759856630824373,0.0834234570203244,0.103703703703704,0.0709677419354839,0.407407407407407,0.516129032258065,0,0.0206185567010309,0.981481481481482,0.948275862068966,0.0296296296296296,0.313253012048193,0.231578947368421,0.313253012048193,0.108433734939759,0.542168674698795,3,4,2,1,2,0,2,3,5,2,1,6,6,8,13,7,2,1,1,0,0,1,2,2,0,0,4,1,3,2,3,3,5,6,7,10,7,3,3,4,0,0,131,4,4,2,1,1,0,44,1,6,8,15,61
282211720,"é¬éRés","ê^ìÏèâ∫",161,63,115,166,160,-5,6,-0.0301204819277108,0.0375,0.354037267080745,0.289156626506024,0.3125,0.0648806405747213,-0.0233433734939759,0.136645962732919,0.162650602409639,0.509316770186335,0.548192771084337,0.0705882352941176,0.0315789473684211,0.777777777777778,0.738461538461539,0.116883116883117,0.177215189873418,0.25,0.177215189873418,0.329113924050633,0.455696202531646,3,2,6,1,3,4,3,5,10,6,5,2,4,7,8,5,2,0,2,0,0,2,8,1,4,0,3,2,8,4,6,5,3,4,10,3,5,5,5,5,0,0,136,18,18,8,2,8,0,38,6,12,27,24,47
282211730,"é¬éRés","åIê≤ñÏ",99,33,64,103,108,-4,-5,-0.0388349514563107,-0.0462962962962963,0.434343434343434,0.388349514563107,0.388888888888889,0.0459939197803276,-0.000539374325782105,0.141414141414141,0.12621359223301,0.424242424242424,0.485436893203884,0.0612244897959184,0.0454545454545455,1,1,0.0537634408602151,0.0869565217391304,0.238095238095238,0.0869565217391304,0.326086956521739,0.565217391304348,1,4,2,2,1,1,2,1,0,2,4,6,1,8,3,1,6,2,1,0,0,1,2,4,0,2,0,2,3,0,2,6,3,4,3,3,6,5,3,2,0,0,88,5,5,3,2,0,0,37,2,3,10,13,28
282211740,"é¬éRés","ëêñÏ",181,65,130,188,200,-7,-12,-0.0372340425531915,-0.06,0.369318181818182,0.356382978723404,0.315,0.0129352030947776,0.0413829787234042,0.0795454545454545,0.111702127659574,0.551136363636364,0.531914893617021,0.0388349514563107,0.019047619047619,0.953846153846154,1,0.0958083832335329,0.0909090909090909,0.0485436893203883,0.0909090909090909,0.171717171717172,0.696969696969697,0,3,0,7,3,4,3,3,7,6,3,5,7,6,6,10,2,2,1,0,0,2,3,6,4,6,3,4,1,6,5,6,4,10,4,11,7,7,8,1,0,0,151,16,15,9,6,0,1,50,1,15,11,21,69
282211750,"é¬éRés","å√êX",95,35,69,101,106,-6,-5,-0.0594059405940594,-0.0471698113207547,0.370786516853933,0.356435643564356,0.30188679245283,0.0143508732895762,0.0545488511115262,0.0561797752808989,0.0495049504950495,0.573033707865168,0.594059405940594,0,0,0.971428571428571,1,0.0481927710843374,0.106382978723404,0.0666666666666667,0.106382978723404,0.191489361702128,0.638297872340426,1,0,2,3,2,0,2,1,3,8,2,2,3,4,5,3,2,0,1,0,0,0,2,0,1,0,0,3,1,4,1,2,6,7,2,6,2,3,3,2,0,0,79,4,4,4,0,0,0,22,0,5,7,13,36
282211760,"é¬éRés","ñ˚à‰",171,63,116,178,198,-7,-20,-0.0393258426966292,-0.101010101010101,0.41566265060241,0.387640449438202,0.303030303030303,0.0280222011642074,0.0846101464078992,0.102409638554217,0.050561797752809,0.481927710843373,0.561797752808989,0.032967032967033,0.0315789473684211,0.967213114754098,0.984848484848485,0.127388535031847,0.0909090909090909,0.130434782608696,0.0909090909090909,0.204545454545455,0.625,4,3,0,1,3,1,1,5,8,5,4,9,3,6,8,2,5,4,2,0,0,2,4,4,3,5,2,1,6,2,4,4,6,7,9,10,5,9,6,1,1,1,137,20,20,8,11,1,0,45,1,20,6,11,74
282211770,"é¬éRés","ïsóàç‚",62,23,46,66,75,-4,-9,-0.0606060606060606,-0.12,0.467741935483871,0.409090909090909,0.36,0.0586510263929618,0.0490909090909091,0.112903225806452,0.0454545454545455,0.419354838709677,0.545454545454545,0,0.0731707317073171,1,1,0.117647058823529,0.222222222222222,0.421052631578947,0.222222222222222,0.037037037037037,0.62962962962963,1,3,2,0,1,1,1,1,1,0,0,2,4,4,2,7,1,2,0,0,0,0,1,0,0,0,1,3,1,1,1,2,2,4,3,3,1,4,1,0,1,0,45,6,6,0,6,0,0,16,0,7,0,4,25
282211780,"é¬éRés","èZéR",146,44,101,172,179,-26,-7,-0.151162790697674,-0.0391061452513966,0.36986301369863,0.319767441860465,0.301675977653631,0.050095571838165,0.0180914642068338,0.102739726027397,0.122093023255814,0.527397260273973,0.558139534883721,0.0116279069767442,0.0315789473684211,1,0.980392156862745,0.0072463768115942,0.2,0.152173913043478,0.2,0.223529411764706,0.482352941176471,2,4,2,4,0,3,2,3,2,7,9,5,6,5,8,1,5,2,2,1,0,3,1,3,4,4,1,5,4,3,4,3,6,2,10,5,3,6,2,2,2,0,137,1,1,0,0,1,0,52,2,2,14,17,51
282211790,"é¬éRés","å√és",137,56,94,163,177,-26,-14,-0.159509202453988,-0.0790960451977401,0.481751824817518,0.503067484662577,0.435028248587571,-0.0213156598450584,0.0680392360750061,0.0583941605839416,0.0797546012269939,0.45985401459854,0.417177914110429,0.0169491525423729,0.0526315789473684,0.946428571428571,0.924242424242424,0.0655737704918033,0,0.0138888888888889,0,0.293103448275862,0.689655172413793,0,1,2,5,2,0,3,2,2,6,2,6,5,4,4,8,4,4,1,0,0,2,1,2,3,4,2,0,4,0,6,4,2,5,4,11,8,7,8,3,0,0,114,8,8,3,1,4,0,28,0,8,10,12,64
